"subjnum" "catt33G2" "G2m1_rpdi" "G2m2_pdi" "G2m3_rpd0" "G2m4_pd0" "G2m5_rpd1" "G2m6_pd1" "G2m7_rpi" "G2m8_pi" "G2m9_rp0" "G2m10_p0" "G2m11_rp1" "G2m12_p1" "G2m13_rdi" "G2m14_di" "G2m15_rd0" "G2m16_d0" "G2m17_rd1" "G2m18_d1" "G2m19_ri" "G2m20_i" "G2m21_r0" "G2m22_0" "G2m23_r1" "G2m24_1" "BICm1_rpdi" "BICm2_pdi" "BICm3_rpd0" "BICm4_pd0" "BICm5_rpd1" "BICm6_pd1" "BICm7_rpi" "BICm8_pi" "BICm9_rp0" "BICm10_p0" "BICm11_rp1" "BICm12_p1" "BICm13_rdi" "BICm14_di" "BICm15_rd0" "BICm16_d0" "BICm17_rd1" "BICm18_d1" "BICm19_ri" "BICm20_i" "BICm21_r0" "BICm22_0" "BICm23_r1" "BICm24_1" "subjnum" "m5_rpd1_r" "m5_rpd1_p" "m5_rpd1_d" "m5_rpd1_i"
"s62" 62 110.049119334133 NA NA NA NA 110.049119334133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 122.57228114382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 62 3.07385045500773e-34 2.29182123679749e-16 0.01 5
"s63" 63 194.919796279217 NA NA NA NA 180.434860091344 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 194.967421350719 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 63 0.999999999657963 0.00441421155841357 0.0184694349169647 0.0100000529904656
"s64" 64 114.173648613439 NA NA NA NA 33.9629121959028 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 46.834290519348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 64 0.999999945793846 1 0.115070248593399 0.0100000000007257
"s65" 65 185.217835698883 NA NA NA NA 138.057928909466 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 152.590490168842 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 65 0.398667064350154 5.229577850322e-14 0.380947684423645 4.99946283461936
"s66" 66 157.334112215699 NA NA NA NA 81.2452325272737 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 95.2637190306594 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 66 0.999782960988781 0.0879946828253809 0.148526932639349 2.69215561192933
"s67" 67 418.301275632808 NA NA NA NA 367.687051711307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 382.219612970683 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 67 0.530101766172388 0.00303172727906349 0.296663825625565 4.60252730058815
"s68" 68 218.884235707311 NA NA NA NA 128.626569688508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 141.954523457979 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 68 0.99914010429375 0.298521847319967 0.311395582528007 0.570132737153122
"s69" 69 141.382227696733 NA NA NA NA 36.5015112280195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 49.5329274935806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 69 0.969473311753618 0.997410288220073 0.387133928527443 0.0100665473127266
"s70" 70 212.257256366467 NA NA NA NA 138.437978566573 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 152.62014202271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 70 0.999999999992874 8.75275370954495e-07 0.0899346588213429 4.99999998335439
"s71" 71 124.009043260312 NA NA NA NA 31.7981417083247 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 44.981489172342 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 71 0.999965430539044 0.999996181047126 0.160975495302337 0.953019442599614
"s72" 72 165.108368094062 NA NA NA NA 96.858832661089 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 110.644192211493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 72 0.692111684714934 0.776831396880748 0.283264468806264 0.941573068777753
"s73" 73 125.292205616656 NA NA NA NA 41.67158657186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 55.0346284606205 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 73 0.997948908483464 0.995131406303838 0.168848599399891 0.342619463213179
"s74" 74 174.371450353319 NA NA NA NA 108.528554019504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 121.891595908264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 74 1 0.0524950950562589 0.129527341664107 0.010000238827505
"s75" 75 188.667420588299 NA NA NA NA 112.212441671369 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 126.574916899715 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 75 0.945774124723856 0.0238415682782656 0.182667808476816 0.451947121717483
"s76" 76 209.757458067215 NA NA NA NA 198.59825735779 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 213.130818617166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 76 0.147072296982573 0.0155605597168282 0.456592304330091 4.73505509932206
"s77" 77 179.06829202024 NA NA NA NA 96.0126298163469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 110.247426201437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 77 0.961364953874062 0.231329093754116 0.173897539279234 0.0354644278405748
"s78" 78 185.217835698883 NA NA NA NA 105.893166896537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 120.425728155913 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 78 0.199617846205941 0.183053398985754 0.913534964640119 4.38166571057166
"s79" 79 157.909076365601 NA NA NA NA 68.7808766284899 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 82.7711939108261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 79 0.874945998271475 0.314242740733252 0.28105274742543 2.20343449513109
"s80" 80 131.647213309849 NA NA NA NA 51.8728864517284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 65.2706108076921 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 80 0.998331903022124 1 0.120074041339202 0.0100000000324006
"s81" 81 130.600117022319 NA NA NA NA 26.0359941673246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 39.3284445638546 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 81 0.466473237924737 0.990628406441317 0.56956445524977 2.49352252929548
"s82" 82 116.370673200775 NA NA NA NA 27.9259384276419 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 40.8381337072544 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 82 1 0.998824218498359 0.179283196076319 0.01
"s83" 83 172.982604212412 NA NA NA NA 89.0143732335503 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 103.032859736936 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 83 0.559483159964728 0.340997303402776 0.529676039088128 2.91368735039453
"s84" 84 114.409714682253 NA NA NA NA 24.9569791141338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 37.9094434547428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 84 0.999916424348625 1 0.168499278077184 0.0100259882357361
"s85" 85 182.109600642843 NA NA NA NA 111.291760265891 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 125.338153947264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 85 0.998550209157907 0.0194993671478702 0.134386239386385 4.05126815449392
"s86" 86 102.613561526859 NA NA NA NA 5.59274013464331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 18.2950596484351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 86 1 1 0.47341816870269 5
"s87" 87 155.712032997932 NA NA NA NA 147.345306528777 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 159.774710707951 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 87 0.881896053823149 0.000292765072101678 0.0847875538840182 4.99959126563306
"s88" 88 167.780357810978 NA NA NA NA 167.111558882698 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 178.25227508281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 88 0.999999999999986 1.3780715094313e-14 0.01 5
