"subjnum" "catt33G2" "G2m1_rpdi" "G2m2_pdi" "G2m3_rpd0" "G2m4_pd0" "G2m5_rpd1" "G2m6_pd1" "G2m7_rpi" "G2m8_pi" "G2m9_rp0" "G2m10_p0" "G2m11_rp1" "G2m12_p1" "G2m13_rdi" "G2m14_di" "G2m15_rd0" "G2m16_d0" "G2m17_rd1" "G2m18_d1" "G2m19_ri" "G2m20_i" "G2m21_r0" "G2m22_0" "G2m23_r1" "G2m24_1" "BICm1_rpdi" "BICm2_pdi" "BICm3_rpd0" "BICm4_pd0" "BICm5_rpd1" "BICm6_pd1" "BICm7_rpi" "BICm8_pi" "BICm9_rp0" "BICm10_p0" "BICm11_rp1" "BICm12_p1" "BICm13_rdi" "BICm14_di" "BICm15_rd0" "BICm16_d0" "BICm17_rd1" "BICm18_d1" "BICm19_ri" "BICm20_i" "BICm21_r0" "BICm22_0" "BICm23_r1" "BICm24_1" "subjnum" "m1_rpdi_r" "m1_rpdi_p" "m1_rpdi_d" "m1_rpdi_i" "m3_rpd0_r" "m3_rpd0_p" "m3_rpd0_d" "m3_rpd0_i" "m5_rpd1_r" "m5_rpd1_p" "m5_rpd1_d" "m5_rpd1_i" "m7_rpi_r" "m7_rpi_p" "m7_rpi_d" "m7_rpi_i" "m9_rp0_r" "m9_rp0_p" "m9_rp0_d" "m9_rp0_i" "m11_rp1_r" "m11_rp1_p" "m11_rp1_d" "m11_rp1_i" "m13_rdi_r" "m13_rdi_p" "m13_rdi_d" "m13_rdi_i" "m15_rd0_r" "m15_rd0_p" "m15_rd0_d" "m15_rd0_i" "m17_rd1_r" "m17_rd1_p" "m17_rd1_d" "m17_rd1_i" "m19_ri_r" "m19_ri_p" "m19_ri_d" "m19_ri_i" "m21_r0_r" "m21_r0_p" "m21_r0_d" "m21_r0_i" "m23_r1_r" "m23_r1_p" "m23_r1_d" "m23_r1_i"
"s11" 11 192.147807541979 149.519607962878 NA 151.987473159845 NA 149.775447650261 NA 153.315342834045 NA 153.251085692964 NA 173.774262453542 NA 160.143963569429 NA 160.160588001747 NA 160.790811459675 NA 160.831188434739 NA 160.773673716181 NA 179.495130408334 NA 168.896356308712 NA 166.52003441922 NA 164.308008909636 NA 167.847904093421 NA 162.939459865881 NA 183.462636626459 NA 174.676524828805 NA 169.848962174664 NA 170.479185632592 NA 170.519562607656 NA 165.617860802639 NA 184.339317494793 NA 11 0.986213126294644 3.10928475824678e-25 0.0737278711522681 0.887247573974056 0.346828996525014 0.00534578454220836 0.792445234260808 4.917359139189 0.985281314273323 9.25651549014054e-22 0.0674184410508454 5 0.308935815668506 0.0367296727408271 4.99999970983313 0.010000049877531 0.308137865750018 0.0358612279013924 4.74629802624959 4.82264728545281 0.0851460609686094 0.00108300500788991 4.7564879279086 4.96333222741844 0.227870213799542 0.964725140861086 0.799665358838376 0.0926084300746338 0.217350582161877 0.999859818497877 0.858279828245271 0.55603576206956 0.474615921077404 0.207348609968956 0.115960704795464 3.66803765647153 0.199751553415033 1 0.116730644032619 0.0100000004900307 0.199755101862274 0.509175854983928 2.55658854313323 0.127291294726786 0.0544265838557988 0.662680972560218 4.49542466583177 4.61335799942605
"s12" 12 153.751093259744 69.6648318826716 NA 84.1236422230948 NA 69.9241775661302 NA 81.5859980334164 NA 88.8686969039189 NA 95.7362982051965 NA 82.6345381718696 NA 86.2125115648495 NA 83.7736900224521 NA 86.0389190190872 NA 92.4143165379515 NA 95.8819255134929 NA 88.3185882591199 NA 98.113959505431 NA 83.9144948484664 NA 95.5763153157526 NA 98.1955750921431 NA 105.063176393421 NA 96.6248554542058 NA 95.5393897530736 NA 93.1005682106763 NA 95.3657972073113 NA 97.0777556320636 NA 100.545364607605 NA 12 0.999999999989919 0.000308795714369988 0.0941130778159778 1.15341060069131 0.357483476754033 0.156592675620883 1.67836753174821 3.13693795338485 0.999999999724539 0.00064318068047735 0.108283070459064 0.0119471490975869 0.606912295278922 0.168338698041515 4.99068211848839 0.383305470388917 0.603244755091181 0.159516514867817 3.93942222032373 4.00339808830601 0.249251684593224 0.210086032949032 3.17852270896941 4.21122222351798 0.990561841993978 0.553259125190705 0.0829820233973931 1.68203778720789 0.230977496991843 0.674602681693421 1.72916302497053 4.82746832029324 0.976832339515591 0.829538033931752 0.128277608780207 4.92211341966214 0.330334806865224 0.302887987562319 0.747682526057508 0.504547469308693 0.336100491511955 0.232219885294504 0.974456942179617 4.87860774888803 0.231051622279033 0.762199133608388 1.88910207776343 4.11938817267424
"s13" 13 110.049119334133 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 110.049119334133 NA 126.746668413716 NA 122.57228114382 NA 122.57228114382 NA 122.57228114382 NA 118.397893873924 NA 118.397893873924 NA 122.57228114382 NA 118.397893873924 NA 118.397893873924 NA 118.397893873924 NA 114.223506604029 NA 114.223506604029 NA 13 4.14147955124733e-28 1.09441293820634e-19 0.901358831581557 4.99999995701374 1.23797425072699e-22 8.40362506026987e-83 0.0103710721482941 5 1.65822187495583e-29 1.53635889759057e-20 4.99997524044192 5 1.99847630168884e-20 4.5358361622633e-102 5 0.0100000027708031 1.78104019885448e-18 8.51043148465375e-178 5 5 8.26611334118931e-19 2.51449802337026e-163 5 5 1.55294382292498e-19 0.999999999999707 4.89417063633389 0.0100023954537491 1.45916122170514e-18 0.999999999999235 0.0100000035501277 4.99999996574834 1.21752723622787e-17 0.698669708789351 4.77753319723056 4.99999989007391 3.87827526776719e-21 0.89518140981059 4.99999999871983 4.47781190734573 3.87827526776719e-21 0.999999999000498 4.47695523495485 4.99999999871983 3.87827526776719e-21 0.999999999000498 4.47695523495485 4.99999999871983
"s14" 14 194.919796279217 179.065928694404 NA 181.16564452199 NA 180.434848950578 NA 186.175451606166 NA 186.295826747378 NA 186.390542740129 NA 183.182526628568 NA 183.180869372536 NA 184.177206961297 NA 186.319051391012 NA 186.305403326125 NA 187.131968788884 NA 198.442677040239 NA 195.698205781366 NA 194.967410209954 NA 200.708012865542 NA 195.984200920295 NA 196.078916913046 NA 197.715087887944 NA 192.869243545453 NA 193.865581134214 NA 196.007425563929 NA 191.149590412584 NA 191.976155875343 NA 14 0.987762245435165 0.160806793961046 0.0905357980963907 0.399026136340902 0.220120024422853 9.78365288592718e-09 0.573137798049226 4.99974136063465 0.999999999667796 0.0046376550932555 0.0184607165044459 0.0386807175926018 1.86534582158638e-23 0.0161275056073278 5 4.99999984394263 0.0146806374670173 0.0200589926807388 0.116632564401187 4.9964807473376 1.28536913641518e-09 0.0236547728842544 3.83613666230655 4.99999999996372 0.171482171683604 1 0.508406368765543 0.0100000000000001 0.170430433066187 0.97963726185193 0.512346817141171 1.46606568722623 0.758190737209671 0.872686406004782 0.0426972920717268 4.57157816628838 0.017366167280944 0.99327970725473 4.99999999999878 0.010000024153099 0.0175494091257942 0.934396199547458 4.19402306948596 4.39880674260515 0.0103862576737995 0.467346843008457 1.2966563651615 4.76377292587667
"s15" 15 114.173648613439 33.6162136780195 NA 37.8359219534693 NA 33.9629120857885 NA 38.7224880484331 NA 47.4605390816824 NA 50.6197475096839 NA 34.706957999414 NA 45.5557097158054 NA 35.0189692448178 NA 47.0927521547479 NA 49.0601555417943 NA 52.4725043678792 NA 50.7780514426131 NA 50.7073002769145 NA 46.8342904092336 NA 51.5938663718783 NA 56.0414579639792 NA 59.2006663919807 NA 47.5783363228591 NA 54.1366285981021 NA 43.5998881271146 NA 55.6736710370447 NA 53.3506149829427 NA 56.7629638090276 NA 15 0.999999999685275 1 0.0857333921234593 1.35133337121153 0.37720602951434 0.999999999988953 2.58831005348041 0.0314270246384008 0.99999994580802 1 0.115063717134349 0.01 0.603231033296674 0.990746602377356 0.603829053686791 4.09333915286371 0.779879189396459 0.999999999999855 2.53107505053314 0.0239889406777761 0.402267233564495 0.765413038330454 2.90103207864421 0.622379411201571 0.999999999999462 3.93545678966487e-10 0.0851558421332279 1.31768733118655 0.596386250691404 0.0464463935182113 2.14078344273 1.78011351655519 0.999999999466008 0.107637667886427 0.112561949743785 0.0352930378282904 0.902018012835243 3.21477774502573e-09 0.0100218569787911 0.117706771192159 0.889334514152448 0.260045593269121 0.254223021849991 4.95298057357092 0.849163101541239 0.679090642607177 2.27402862597719 0.353388904288905
"s16" 16 185.217835698883 133.598599733469 NA 150.291209432195 NA 138.057928909466 NA 149.557992865047 NA 150.30928711957 NA 153.384148595389 NA 153.96565875737 NA 155.678422446798 NA 158.284753556435 NA 154.383454418857 NA 156.153128246465 NA 170.563996136066 NA 152.975348079303 NA 164.82377069157 NA 152.590490168842 NA 164.090554124423 NA 159.997661292487 NA 163.072522768306 NA 168.498220016745 NA 165.366796619715 NA 167.973127729352 NA 164.071828591775 NA 160.997315332924 NA 175.408183222525 NA 16 0.398005807590677 1.17204725769801e-07 0.257912598648368 4.99999999999984 0.28947982551951 3.19973059745892e-08 1.03161293439323 4.99999999470759 0.398667064350154 5.229577850322e-14 0.380947684423645 4.99946283461936 0.297060492304236 4.97444715957701e-09 0.0100000006424257 0.249802950127702 0.295170749062667 1.19114038291196e-08 0.0118330527930928 5 0.225751207809864 2.75240339857943e-11 4.99963408093455 4.34557066984718 0.0588585586930147 0.195166334519243 0.884367107664072 4.99999942525083 0.267510316071582 0.444280884641152 0.856622168790919 3.34385672553604 0.994642304563412 0.913014734110458 0.0493058331637055 0.2316752553035 0.0584984887089006 1.33908444945347e-11 4.99184252578926 4.99999998015071 0.23865679105742 0.117710361362605 4.3402694899714 2.01090324374967 0.0485362176486066 0.476679427526277 3.84734829357019 3.13761391968059
"s17" 17 157.334112215699 77.1644512912986 NA 86.216135576588 NA 81.2452317756397 NA 83.9645650710578 NA 90.991781290714 NA 87.2717429454996 NA 88.6456158710044 NA 88.6474937066533 NA 92.3082351508951 NA 90.2578211032314 NA 96.5569739375125 NA 93.2072918147715 NA 95.8557666291462 NA 100.234622079974 NA 95.2637182790254 NA 97.9830515744435 NA 100.337438959638 NA 96.6174006144234 NA 102.66410237439 NA 97.9931513755771 NA 101.653892819819 NA 99.6034787721552 NA 101.229802771974 NA 97.8801206492334 NA 17 0.766772795978469 0.136151110161829 0.396561850772577 4.82621176277356 0.388398058170738 0.198978344537229 1.74861888913273 3.4803122624619 0.999782612332394 0.0880029387230293 0.148527924995162 0.0277452243267752 0.659258824999157 0.206439187716585 3.78599399924752 0.385183042139797 0.639164158047801 0.172002330046455 3.8183038079318 3.85920239097081 0.436042994163357 0.176471495071482 3.76857848507031 3.53546626638285 0.267507087437762 0.267017404634042 1.82201374203828 0.0293336424856543 0.263825736680752 0.118476539834447 1.86010217827303 3.63056251310519 0.336063924031594 0.53177100662315 0.742142346761185 2.70091790719331 0.36937330723097 0.933380930058867 3.02624844926711 0.517967190726273 0.375831931047173 0.384686108231703 3.23831162473976 0.70671066311691 0.275027101754319 0.36782413709695 2.58903429916075 1.26820188947986
"s18" 18 418.301275632808 363.186954836325 NA 371.026196541412 NA 367.687049646131 NA 371.059627874447 NA 375.842913573287 NA 372.458679884427 NA 376.296992902016 NA 376.290213798406 NA 378.085493862196 NA 377.633916214124 NA 384.997057131017 NA 378.10858673633 NA 382.563703182159 NA 385.558757800788 NA 382.219610905506 NA 385.592189133822 NA 385.531287746204 NA 382.147054057344 NA 390.829554161392 NA 385.978587971323 NA 387.773868035113 NA 387.322290387041 NA 389.841244217475 NA 382.952773822789 NA 18 0.95073417301038 9.51631748409538e-10 0.0707086856530815 4.34419541093906 0.0958355679439306 0.00907782918083771 1.77798127338266 4.37475572857776 0.530261980881833 0.00302638811361771 0.296548200724171 4.96791951757027 0.160607381046713 0.0224218138115348 3.85971089498574 0.685767652606202 0.152899635252738 2.40380354896854e-10 4.99921036263816 4.99999902721962 0.139848706991198 0.0304990255972469 4.92096771835309 1.19512498377891 0.0353599832904873 1 2.38877526823141 0.01 0.035185202977605 0.856963446785885 2.40226183091124 1.96373446632997 0.0687725785876743 0.877779326705163 1.04776178613868 4.81920573272679 0.0740402149017184 0.297661822919713 2.65085982940831 0.858564379629596 0.0699737369837657 0.405503216869583 1.89797399179845 3.90956098546289 0.071416470698238 0.635745086477895 4.13116635040068 0.701353296507282
"s19" 19 218.884235707311 115.736757333228 NA 115.066430579532 NA 128.62656964884 NA 119.848971163049 NA 138.058150794347 NA 136.965173467161 NA 124.091774446781 NA 128.819302910744 NA 131.929992719945 NA 124.096837902801 NA 139.368823694701 NA 141.878372319634 NA 133.507362359189 NA 128.394384349003 NA 141.954523418311 NA 133.17692493252 NA 146.943453307328 NA 145.850475980142 NA 137.419728216252 NA 137.704605423725 NA 140.815295232926 NA 132.982140415781 NA 143.811474951191 NA 146.321023576125 NA 19 0.297085431020609 0.986562573231564 4.99999987579421 0.0100000000000186 0.292068087227358 0.99961263808088 5 0.0100000000412075 0.999140520943209 0.298372456894528 0.311398544057268 1.67633689928798 0.778388839572082 0.551483257876182 0.0100000073254984 4.99999256814244 0.238226321674881 0.9999958334881 0.0315630947967219 0.70847577737196 0.951955771923091 0.28709366978397 4.88000658795349 4.64039493502478 0.571497390266953 0.910923636726696 1.02133021090363 2.4165659894658 0.517639163452068 0.356921303709221 3.20030536871249 4.70010931125932 1 0.118854313821157 0.0736395817392844 0.0100000000000001 0.572476479304469 0.180213304390517 3.44840772452859 2.4331141370967 0.999993806433104 0.96632047477231 0.0147007293733847 4.87209379142059 0.406662968687756 0.101595546384971 2.46640457318279 1.73774681709219
"s20" 20 141.382227696733 35.0044035349513 NA 47.4828179157161 NA 36.5015109868674 NA 36.3303643922274 NA 67.9275516172537 NA 39.0591293063005 NA 35.3034837321715 NA 55.6535467189885 NA 36.8764629271158 NA 36.7184570200403 NA 68.0910516707214 NA 39.0874777781299 NA 52.379625222366 NA 60.5142341812772 NA 49.5329272524284 NA 49.3617806577885 NA 76.6151624609611 NA 47.7467401500078 NA 48.3348999977325 NA 64.3411575626959 NA 45.5640737708232 NA 45.4060678637477 NA 72.4348570925751 NA 43.4312831999836 NA 20 0.998686901396012 0.999992788028608 0.171760484521312 4.99985649390243 0.22356575918105 0.65821163904215 3.57656012833339 1.13980586941075 0.96942276865733 0.997407587224224 0.387223538668687 0.0454989058004678 0.660691156478842 0.851490080193024 0.312146793131906 3.70646972452352 0.658125027788499 0.787673970899281 0.348364355374695 0.186330146748064 0.890140074347552 0.909951945754033 0.940753858419941 3.48990490071066 0.999996565241223 2.56082359030207e-14 0.127653566039042 4.99999998720338 0.646142590282382 4.19067059718207e-12 4.99999999089359 4.9999868637459 0.991854499606351 0.465239102866857 0.378616054450831 0.100740369919897 0.837140686585289 0.999999996785718 0.01 4.99999983049918 0.733027706483695 0.956245296252843 1.59598160856583 3.86709332712666 0.895238605566796 0.433914426351131 0.445538260422697 4.29915083699278
"s21" 21 212.257256366467 138.437327327654 NA 155.498805666663 NA 138.437977771798 NA 150.640213472518 NA 163.10955734572 NA 152.611419438139 NA 159.827051764436 NA 159.884638590363 NA 161.500311440475 NA 161.349360332358 NA 170.280052527975 NA 162.165212304657 NA 157.346878602503 NA 169.6809691228 NA 152.620141227935 NA 164.822376928655 NA 172.564332983145 NA 162.066195075564 NA 174.009215220573 NA 169.339414227788 NA 170.9550870779 NA 170.804135969783 NA 175.007440346688 NA 166.892600123369 NA 21 0.999999999993611 8.53817579396054e-07 0.0895851922906034 1.00373617717943 0.235608211409603 0.0864924831917318 1.99755057296001 2.68429478799606 0.999999999992855 8.75315021325167e-07 0.0899242784938653 0.0217310767121887 0.383542688976741 0.0931178433016208 4.75829958620603 0.772694074867506 0.442082500929588 0.0871933929289557 2.64060659499463 1.48979874047003 0.310829858494972 0.0956489189653292 4.43783531134406 4.51638927451301 0.152426003088071 0.0257232771877319 1.63873075794783 0.552403872327811 0.129354204393158 0.229334103524358 2.33843421939859 4.90351913813371 0.154834010736898 0.924938192141184 1.26046495970258 2.9620720930379 0.196565737290141 0.589763538608346 0.556871333937093 0.829806546632836 0.283539325041431 0.887394250662807 3.5141675082361 3.1710050855755 0.177596458420753 0.999000437733478 4.03670452677184 1.55662409509155
"s22" 22 124.009043260312 31.3392554876324 NA 34.8789259014289 NA 30.8949185884064 NA 34.0854900571622 NA 46.157617043613 NA 45.5375759552789 NA 31.3392700852105 NA 35.5545382996269 NA 31.8422014861274 NA 34.1476923804254 NA 46.3166081882282 NA 46.4233183112809 NA 48.9170521063221 NA 48.0622733654462 NA 44.0782660524237 NA 47.2688375211795 NA 54.9465153529579 NA 54.3264742646238 NA 44.5226175492278 NA 44.3434366089718 NA 40.6310997954723 NA 42.9365906897703 NA 50.7110573429007 NA 50.8177674659534 NA 22 0.999968449088416 0.999969610602586 0.192482047806447 0.854263842898957 0.461956908568434 0.63500387572256 2.6906419448959 1.9784365165763 1 0.999998767029445 0.128403867024614 0.01 0.880468568873699 0.825142109178844 0.344662242313589 0.31879997248052 0.962373728605449 0.780823987614382 3.10752012638971 2.21981753818163 0.413283325058019 0.653432589378707 1.03385107904721 1.90843697225283 0.999968970906814 0.00514063974435932 0.192589933037747 0.853823094800115 0.571527623290348 0.396858062926132 2.83027873708554 1.53564185584085 0.999990795427038 0.0201704432939318 0.158765608953812 0.810727546313358 0.845839356546003 0.250872600916026 4.67596930624502 0.344053911381836 0.824370145088979 0.534628545505369 0.470953381138332 3.44484796763171 0.706401838244119 0.967402535966006 1.6946304622801 4.61984441311045
"s23" 23 165.108368094062 84.8371472219085 NA 107.533711495511 NA 96.858832237172 NA 97.9576103420477 NA 113.123232093057 NA 104.56059014247 NA 94.2115446610981 NA 108.691675224069 NA 96.9783140242702 NA 100.442247814192 NA 113.191208192255 NA 114.877299116604 NA 103.217626622447 NA 121.319071045915 NA 110.644191787576 NA 111.742969892451 NA 122.313471793326 NA 113.75082984274 NA 107.996904211502 NA 117.881914924338 NA 106.168553724539 NA 109.632487514461 NA 117.78632804239 NA 119.472418966739 NA 23 0.257129960367506 0.977878795446008 0.26223220022326 4.16565614205232 0.147479701665075 0.27136576271921 1.75056097234679 0.803320105357442 0.692137868631867 0.776922938968325 0.283225172693673 4.70934141027821 0.261626838551049 0.473837794042164 0.765174091517571 0.798550328477148 0.247225404966419 0.303666315476854 1.20915973670713 4.12688129159488 0.187785227795449 0.531204316796073 4.32554238954056 4.99135389234319 0.662100621445294 0.277393710666196 0.282309794250013 1.56375249915639 0.196166900928385 0.713034839146191 1.61364292434593 3.30565555945876 0.718595673315671 0.513894691324349 0.282697472504992 1.37702812170333 0.336577965884197 0.195483825029627 2.04735670760105 0.754157681834734 0.265188643262986 0.405073453289997 0.800694490586435 1.78032286218347 0.286045340545724 0.887615479983141 3.5114544342206 3.17302133845389
"s24" 24 125.292205616656 40.9433076238149 NA 48.8627720926949 NA 41.6715864673968 NA 46.6370306076032 NA 59.0435990613127 NA 50.7572168143013 NA 40.9834112438886 NA 52.6867789557601 NA 41.6973578929532 NA 47.3740107175762 NA 59.5118256881909 NA 52.1742233660963 NA 58.7606968088289 NA 62.2258139814554 NA 55.0346283561574 NA 60.0000724963637 NA 67.9522936538197 NA 59.6659114068083 NA 54.3464531326491 NA 61.5954735482671 NA 50.6060524854602 NA 56.2827053100832 NA 63.9661729844444 NA 56.6285706623498 NA 24 0.995967714523791 0.990071874392406 0.202449150525093 0.87225573551262 0.262869834920815 0.526139112339649 2.18581620984521 4.47186490233774 0.997947499418568 0.995129386645961 0.168846979300785 3.31099590177626 0.514818819029987 0.697493012991155 4.30726250643457 0.583795372304876 0.479662641531247 0.670458694233732 3.84146893988777 0.537998241885103 0.389264080010785 0.629492829072116 2.38099028300794 2.64483012150108 0.993903031490442 0.0035393087363658 0.201130799588159 0.879010497434697 0.415517998822296 0.604190771692131 2.02786635249239 1.16972745107992 0.996623838702145 0.534701389434041 0.170361983339985 0.375109446660229 0.608919263153174 0.861386956726837 3.96762536853998 0.573483376253839 0.587952708255341 0.615154451283478 2.38253779801405 0.656645222031534 0.511294830453244 0.757198918993769 3.61484623502613 4.978826943387
"s25" 25 174.371450353319 108.347476884388 NA 116.930506030861 NA 108.528553587957 NA 113.682726836053 NA 118.509649518576 NA 132.747801007546 NA 117.819745080636 NA 117.783285713051 NA 123.944827586253 NA 119.094810489371 NA 120.343864683901 NA 136.460497158004 NA 126.164866069402 NA 130.293547919621 NA 121.891595476718 NA 127.045768724813 NA 127.418344111083 NA 141.656495600053 NA 131.182786969397 NA 126.691980305558 NA 132.85352217876 NA 128.003505081878 NA 124.798211980155 NA 140.914844454258 NA 25 1 5.07276624311318e-07 0.0256629425291267 4.99999999999999 0.44020477946659 0.288349239077278 1.39632353344239 1.21801724098288 1 0.0523786992161595 0.12951797809789 0.01 0.995886977842896 0.337132734482132 4.99944424315174 0.217865612066878 0.550101147270459 0.25884733003388 4.23335436425874 3.77968115937357 0.359780086323952 0.175022167313062 0.754155843750212 2.78911351893182 0.372878477798542 0.999999975416292 1.44967524873713 0.010000069712558 0.370973182809819 0.802550325976601 1.46213442861957 4.7661544820608 0.88223816117688 0.908661523240312 0.17051729855279 3.85502789259979 0.465679260133183 0.999825370785362 0.111516494148244 0.25614578042068 0.443437959656775 0.164627708811582 1.60839369102156 1.16307917256504 0.263346097333122 0.817414643801059 0.699518283851356 0.692769128165168
"s26" 26 188.667420588299 112.061412498333 NA 123.062133847895 NA 112.21244061831 NA 125.323300460111 NA 125.790791414876 NA 143.253999063722 NA 128.35803100435 NA 128.346154062279 NA 135.215147997966 NA 128.410136686049 NA 128.42524584136 NA 156.545968881425 NA 131.211379469461 NA 137.424609076241 NA 126.574915846656 NA 139.685775688457 NA 135.36577490044 NA 152.828982549286 NA 142.720506232696 NA 137.921137547843 NA 144.79013148353 NA 137.985120171613 NA 133.212737584143 NA 161.333460624207 NA 26 0.988699904459931 0.0499992253464982 0.154529441959218 0.890044712767773 1 0.378849987624457 0.0405323999673299 4.99999752828189 0.945748321126524 0.0238598051094534 0.182715029218696 4.9749130820247 0.538200862384404 0.258836056425866 4.37972988265653 0.156337043889527 0.528166268783164 0.269527014723011 3.77010413247673 3.66199850331085 0.339275074520321 0.0895423056183258 3.55282745072699 4.9222238504735 0.377095262580308 0.999999999999996 1.056556534792 0.0100002268223718 0.37470608840235 0.100236958712822 1.06547966957921 2.60560692752227 0.999845869130073 0.870836048560985 0.053647954507592 0.0421933287029914 0.391770852927031 0.975781562867327 1.91940784929562 0.0314650823377516 0.39053289587797 0.480734215263725 4.2141898951939 1.82479033347519 0.171825815208245 0.893004361290025 2.4741247623826 2.54643442325086
"s27" 27 209.757458067215 193.554916651689 NA 193.527450676097 NA 198.59825244645 NA 193.610215868295 NA 193.592539370814 NA 202.15558003743 NA 195.268280704414 NA 195.229943798284 NA 202.220257818404 NA 195.281551934453 NA 195.248533585909 NA 206.428799349357 NA 212.931664997523 NA 208.060011935473 NA 213.130813705826 NA 208.142777127671 NA 203.280913543731 NA 211.843954210347 NA 209.80084196379 NA 204.918317971202 NA 211.908631991321 NA 204.96992610737 NA 200.092720672368 NA 211.272986435816 NA 27 0.104554493386172 0.0180651848669188 1.08340263577237 0.0100003411023793 0.104028306218647 0.0180963813472807 1.09064825912275 4.71767021515301 0.146940271978233 0.0155798272085088 0.457003866937502 4.92788046295085 0.112082700780359 0.0178556310157159 4.99941797637229 0.0100001769297608 0.112121368201307 0.0178731398402263 3.27817485235016 4.96754465329748 0.0778630708710454 0.0108255023753506 4.17246684851579 4.41527486067038 0.0709549165689916 0.99574264666899 1.0413925817728 0.0100002531307213 0.0706436499383772 0.378419924274978 1.04930624450128 2.58810850495804 0.0829697599326683 0.720449029267518 0.38451113698077 4.46631361943734 0.0734245703425206 0.987071955994072 4.99866788236907 0.0100000433862335 0.0735233745375634 0.240898459114869 2.90136369126253 3.24266572624222 0.0401487855026111 0.862041984111837 3.42316692847559 4.30393116300052
"s28" 28 179.06829202024 93.5420120324233 NA 95.8399977143069 NA 96.0126295205091 NA 96.3828492840836 NA 101.16885684636 NA 117.367868009628 NA 101.581162054377 NA 101.567165290068 NA 105.149288837967 NA 104.137697619027 NA 109.487084510224 NA 119.097195939248 NA 112.521740545876 NA 110.074794099397 NA 110.247425905599 NA 110.617645669173 NA 110.658721103086 NA 126.857732266354 NA 115.815958439467 NA 111.057029546794 NA 114.639153094694 NA 113.627561875754 NA 114.232016638587 NA 123.842128067612 NA 28 0.973522468502411 0.0799349831807519 0.235621976574931 0.729457074971064 0.380750490570766 0.133885687804496 1.63231165244206 0.387764883249294 0.961375766996273 0.231198814507878 0.173903872563735 0.104392265743438 0.541052913350472 0.162214736027944 4.90658541423334 0.379712297934447 0.483319501634696 0.0980060849090192 0.785675388848962 4.99613197007324 0.249292726423146 0.163409101199417 1.82123565368014 4.58262708298102 0.236497409212297 0.999999707031644 1.73271142959384 0.0100001760493227 0.235455644955298 0.70505334403923 1.74455445220955 4.19410673894523 0.887866206892398 0.782344773714255 0.149080437940381 4.53243758567039 0.327103501232159 0.778123168834524 3.19301512001875 0.424597852083552 0.299916544131191 0.922411953984237 0.277744792272415 4.82862095081338 0.201873129746754 0.418080108965372 4.25368197871639 4.5736184515979
"s29" 29 185.217835698883 105.575981215026 NA 110.261904756892 NA 105.893166896537 NA 105.815222434864 NA 119.703463923742 NA 105.961907257083 NA 105.61296945525 NA 110.795225682959 NA 105.908504886682 NA 105.852691459577 NA 119.706998861535 NA 105.968437955806 NA 124.95272956086 NA 124.794466016267 NA 120.425728155913 NA 120.34778369424 NA 129.391838096659 NA 115.650281430001 NA 120.145530714626 NA 120.483599855876 NA 115.5968790596 NA 115.541065632494 NA 124.551185947994 NA 110.812625042265 NA 29 0.220084424665757 0.191122643024878 0.823251328428336 1.08523860015532 0.0957042670993504 0.135495649750315 1.95788726701073 4.7061042998566 0.199617846205941 0.183053398985754 0.913534964640119 4.38166571057166 0.170723812602086 0.188027353493871 1.63562103368034 1.05929074749545 0.202990002654112 0.195851844721792 0.452851048360331 4.92988772760328 0.175837354134404 0.182808002126099 3.69391502093916 1.51477748319145 0.197908815158422 0.964735395426739 0.869974063503143 1.08424300829355 0.122629166507473 0.595939699778948 1.84704130568111 0.194816137136215 0.187256984530843 0.819922583131554 0.941427856712548 4.7111575308749 0.179547114686658 0.998428607997051 0.526399704900827 1.05004280819855 0.199595912307116 0.926470839355771 4.81794524017525 2.41114142860048 0.179365749200063 0.75704307098471 4.41375350157942 3.78176015992118
"s30" 30 157.909076365601 66.171228131382 NA 82.9536829872834 NA 68.7808765571728 NA 72.7541390424072 NA 89.5170442922841 NA 78.3422493690747 NA 69.8139301353748 NA 84.0027332503327 NA 71.4370248488274 NA 73.9819817740272 NA 90.7115169920796 NA 79.3684919276301 NA 84.8249845078303 NA 96.9440002696196 NA 82.771193839509 NA 86.7444563247434 NA 98.8439224805082 NA 87.6691275572988 NA 83.8042474177111 NA 93.3296114385568 NA 80.7639030370515 NA 83.3088599622513 NA 95.3749560861917 NA 84.0319310217421 NA 30 0.72606027181906 0.314842085323505 0.489278748195339 0.831697838962576 0.294178872730244 0.15570902569179 1.6767517422398 1.91879877617325 0.874911642000853 0.314347326555319 0.281089088718561 0.942594790976572 0.482518095987841 0.306309291328294 1.18069568991958 0.768412782040769 0.387738654715907 0.15460530711734 0.402054410762626 3.72982835225125 0.435984090703328 0.29725753344327 2.61894146866049 3.75181879655854 0.66188334154223 0.702074065120225 0.430989586602121 0.856524551357282 0.238800295280156 0.492314483981089 1.67788778457238 4.76810948387044 0.686267066864025 0.74801161826439 0.351591910728681 4.25134181518818 0.399049446312134 0.929224905650238 4.68280896933602 0.764522660574021 0.300137348011981 0.678253501381146 0.627920027205905 3.89035687672542 0.364904312111278 0.6915168152617 1.15019124695209 1.05824245709762
